yomi,kigo_yomi
シノカゲヲカサネテサクラモチハガス,サクラモチ
ミナヅキノトコヤノイスノクロヒカル,ミナヅキ
ミチノクシズムオキアカルクテミカンヤマ,ミカン
ヤチヨザノナラクノシメリナツキザス,ナツキザス
ハナグリノチュウキュウドウノヒルフカシ,クリノハナ
タンセンノジコクヒョウクルユウハクショ,ハクショ
コオルヒノジンツウノシワケイランニ,コオル
ツキヨガキエンピツヨリモワレヘリヌ,ツキ
タキビヨリヒノエンピツヲカキダセリ,タキビ
サザンカニイリヒノランルヨンジュウダイ,サザンカ
テノヒラハチャワンノハジメイズミクム,イズミ
ラクヨウハクヒグレノハハモコハクカナ,ラクヨウ
テツペンハカワクカワクトモズノニエ,モズ
セイテンハイマフウソウノヤマザクラ,ヤマザクラ
ツキサエユルイチドハミタキカンヅクリ,フユノツキ
クロキマクラヒトツホシアリリキュウノイミ,リキュウキ
ハハノヒノハセンニアオモボウナセリ,ハハノヒ
マナイタヲカンゲツニタテカケテネル,カンゲツ
アサガオノシゼンショウワコウシノチ,アサガオ
スイセントイレノオトセンレツヤハナノヨルモ,ハナ
ジツチョウキアシアトノミノヒャクチドリ,ジツチョウキ
モモサイテヒャクネンサキノワレオモフ,モモノハナ
テツジョウモウノナガキザンゾウチョウマイヘリ,チョウ
マックラナツボチュウノカンキモモヲサス,モモノハナ
チチトオリスギタルコノヨチュウシグレ,ムシ
カミシメテフカガワメシモカリノコロ,カリ
フルサトノハシオボロヨルノクチキコボス,オボロヅキ
リュウボクノキョタイノキレツガンジンキ,ガンジンキ
サンテンハクモニツッコミヤマザクラ,ヤマザクラ
ラノウラチョクセンノイトノハリ,ラ
アカトンボマダビショビショノソラノナカ,アカトンボ
チュウヅリノキキトイヌイケリトウガラシ,トウガラシ
メタセコイアハシンケイノタバフユスメリ,フユ
フユウララノウミヘツレダスカゲボウシ,フユハレ
ヒャクゴウサクトヒャクゴウノタカサニモノオモフ,ヒャクゴウ
ショシンアリトセバハチガツジュウゴニチ,シュウセンキネンビ
フレゴウハヌクウカンヲモチコウショッキ,コウショッキ
セイテンノオモハズコボスキリヒトハ,キリヒトハ
アルコトガタダイマノヨウモモノハナ,モモノハナ
オボロヨルノハハガオリユクシツハシゴ,オボロヅキ
ゴキブリヤヒョウガヲスベリキタルツヤ,ゴキブリ
ムギワラボウノナカニキエタルジカンカナ,ナツボウシ
ヘソノオニハジマルラセントリクモニ,トリクモニ
イッコウシツクシヲオケバカクレケリ,ツクシ
ショカノマチカドニタツシカノゴト,ショカ
スイチュウニバクハツシヲリクモノミネ,クモノミネ
ハチガツヤヒロシマナガサキワレニミズ,ハチガツ
ガッショウハホノオノカタチコトリクル,ワタリドリ
カジカンデヰルヒノワレヲワレガシル,カジカム
クモノミネズズンズズントオトモナシ,クモノミネ
ミノノヤミホタルフブキトイフベカリ,ホタル
キモクサモジベタヨリハエトリクモニ,トリクモニ
イワシグモワレモコノヨヲツウカチュウ,イワシグモ
ミマワセバハシラソウダチアキノクレ,アキノクレ
ラクヨウタクアソビウシナヒジンラロウユ,ラクヨウ
コキョウヲチカヅケルタメダンボウス,ダンボウ
ウスユキニホシゾラデタリジョウジュウトヤ,ユキ
ハクチョウノメセンミジカシリッシュンイゴ,リッシュン
ハルカゲノイエニドジョウノゴトクオリ,ハルカゲ
ケンポウヲワカシトオモウハナミズキ,ミズキノハナ
タカシナノサラノソラマメフウミエル,ソラマメ
クモルヒハワカバニニアウヒトノカオ,ワカバ
オイハハノヒカガミミエルナツノイエ,ナツ
ヨワイキテヒルネノツマヲイタワリヌ,ヒルネ
イナゴカムアサノケツイヲシタルカニ,イナゴ
キリトイウヨリエンムトイオウザンセイハ,キリ
ムシシグレウルムシンヤノアオシンゴウ,ムシ
トウコウノゴトククダリクルタケトリ,タケ
ツレソウテコトバスクナヤケイコウヨウ,コウヨウ
キライデスツルナオヒタシメイサイフク,ツルナ
ヒナタボコシユウドウタイテキキブン,ヒナタボコ
ヨウツウノイチホンモナキメブキカナ,キノメ
アオヨルフウオトコノオモイシナヤカニ,アオアラシ
イチジクハマルニガヨロシバンネンニ,イチジク
テロアルナバナナノゴトクアカゴアレ,バナナ
ミホトリニヒトツノデグチサクラサク,サクラ
イタミナキヘイワハスサムフユタニゴミ,フユタ
フユノイエヒトミノヨウニミズヲタメ,フユ
プチブルテキヒヨリミシュギアイスフユアオゾラ,フユ
ハタラキモンノツマイテハルノカトウメイ,ハル
ハクヒョウノユウカゲニアリワガミチノク,ハクヒョウ
ムボウニテカレハノオトヲフカクキク,カレハ
ホノオヒルノウマニムイテケズル,ホノオヒル
ヤミシウマリョクインフカクヒキユケリ,リョクイン
ミギテツメタシコオチョウヒダリテヘウツス,フユノチョウ
ヒトサレバフジノムラサキリョクヌク,フジ
カイテントビラヒラリヒラリトクロエンテン,エンテン
ウズデリョウルジョイノマキジャクゲシジコク,ゲシ
タマムシヲコブシユルメテヒカラシム,タマムシヲ
コガラシノカミノオリメニハナノシュシ,キ枯
ロウバイヤユメノヤマミナコフンガタ,ロウバイ
スキトホルジュクシヨハカハナラゼンド,カキ
ヒトトキニスナオツゴトシナツノオビ,ナツタイ
トリニシモトリカゴモナキツキヨカナ,ツキ
シャボンダマナカノハグルマイソガシク,セッケンダマ
イッサキヤクボミモドラヌタビシトネ,イッサキ
ザボンニハゼッペキノギリシャガミエル,ザボン
シマウマガアソンデクズスナツケシキ,ナツ
ウタナクテモガミガワナルユキノマエ,ユキ
サクラチルウネリノシタノタンスイギョ,サクラ
ツルガクルサンガニマジルニセサンガ,ツル
サイギョウキカシノハナビラクウバカリ,サイギョウキ
オトコシカフマヌハシゴニカキノハナ,カキノハナ
ノリキイテタイラナルシトネヒロシマキ,ゲンバクキ
ヒナタンスアクヤフクラミデルチリメン,ヒナマツリ
タルムトキアツギノレイコカベニイル,カサネギ
ミノノヒトアクシュハナセバタコニナル,コガラシ
アサノウマハッカイチクキホドビショウ,ハッカ
グソクニニヤナヒククシグレケリ,シグレ
フユヤマチュウニテンマドアリシカンビカナ,フユ
カリフロニウミノツヅキノナミガタツ,カリフロ
アキノヒトオンサイチトウチシテユキヌ,アキ
カナカナノスミテシユウノアルアワレ,ヒグラシ
モッコクハフユジュウアニキガオヲスル,フユ
フットハヲトウツルスイカノセキドウヤ,スイカ
グントンボソラノアサセヲワタリクル,トンボ
クルマオリトエキノメイヨメテキタシグレ,シグレ
クウコウヲパットフタスルハナグモリ,ハナグモリ
バラナエテトゲニトイキヲユズルカナ,バラ
イガコエテサルニショウミノヲオトシダマ,トシダマ
シュンプウノカタチヲミタリヤギノヒゲ,ハル
ヌレエンニタマトオトシテコイノネコ,ネコノコイ
ユキノカベハシンシントイウオトノカタチ,ユキ
フクロカクユウヒヲツメテカエリユク,フクロカク
カイドウノカドビニコドモヒトリイル,カドビ
ハトブエノウツロハノドニツナガリヌ,ハトフキ
サンミコトニヒロキヨスミノサクラヒエ,ハナビエ
アガタウンガタノマノアキカゼニフカレタリ,アキカゼ
ショシュンヲノセテンビンノセイシセル,ショシュン
チマキユウイグサイチヒロノハヤワザ,チマキ
ヤスムマモアシナガバチノアシヂカラ,ハチ
コメブクロヒライテフブキミセテアゲル,フブキ
ウレシサハオイテハルキルエンジスミ,ハル
マムシヨリマムシトリキノブキミナル,マムシ
カンタマゴフレバチカラノアルユラギ,カンタマゴ
ハツガツオハルカナオキノシマヲキテ,ハツガツオ
コンシンノクレナヰナラムワレモコウ,ワレモコウ
イシナゲテイタチノヨウニキキョウスル,イタチ
ナナカマドソコハヒグレノユキドマリ,ナナカマド
カサネレバユキノオトスルキノウツワ,ユキ
コウゲンハヒカレタママノキタキツネ,キツネ
ゴンボヒクモトハトイエバトカイノコ,ゴボウヒク
クサリツカサステヲイキキスルカザバナ,カザバナ
ミョウガタニノネコガソラトブカミナヅキ,カミナヅキ
ハンブンハユウヒノテガミフユサクラ,フユサクラ
ワカミズヲウマレルマエノハハガクム,ワカミズ
ドロンコニナッテイルドロハルノヒル,ハルヒル
ハクヒョウヤマイニチオナジオジギシテ,ハクヒョウ
シタトイウニクヲアソバセトリカエル,トリカエル
モモノヒヤリクヲメザシテフネハデル,モモノセック
ヤエザクラダレモワラワセズニカエル,ヤエザクラ
タタミヤニアオダイショウヲサゲテイク,ヘビ
ボクヨリモトオクヘイッタカタツムリ,カギュウ
アクナスビノハナエスサマハヒトリッコ,ナスビノハナ
ゴホウビヲアゲタイハチガツジュウゴニチ,ハチガツ
アキダカシキハキリカブニナッタバカリ,アキタカシ
カミサマヲジユウニエラビブンカノヒ,ブンカノヒ
フユタキノコッカクニフレトリノカゲ,フユ
スウシキヲキレイニコワシジュウニガツ,ジュウニガツ
カキダシハフユアオクサノネノアタリ,フユ
ジュウブンニダイジニサレタカニコゴ,ニコゴ
タキジノイミユビデカゾエルユビノカズ,タキジキ
ジャアトイイテンセントナリソツギョウス,ソツギョウ
シュンカンシマミズヲサガスミズノナカ,シュンカン
ヨシンナオシンヤジャガタライモメダチ,タネイモ
ウシノメガコンナニフカイハシリツユ,ツユ
マチブセカオキザリナノカカギュウ,カギュウ
ヒダリテノツギハミギテデタコヲクウ,タコ
ヨウセツニモウマニアワズモジリハナ,ネジバナ
ヒキガエルスイヨリシズカスイニトケ,ヒキガエル
コカンカラアイズコイツハサンショウウオ,サンショウウオ
トクメイノヨウニアニイルヒルノツキ,ツキ
ホシヅキヨヤマノクウキガカルクナル,ホシヅキヨ
タマゴワレルヨウニギンガヲワタリケリ,アマノガワ
コウタホドナジメヌシビントリワタル,ワタリドリ
ココニイルフシギツクヅクフユコウヨウ,フユコウヨウ
ヒツギナラジブンデエラブフユサクラ,フユサクラ
ムメイノウソダテヒメイノニホンカイ,ウ
ヒダイシンゾウスキリョウカイノナマコクウ,ナマコ
ケンタイノカバネモエダシアオキフム,アオキフム
アワベニノハチスサキムゴイジカンカナ,ハチスノハナ
シズムイワウクイワアキノメヲヒヤス,アキ
カキョウノイスユルオニフタツアキマツリ,アキサイ
ムネアツクスギルニラガユリュウリナオ,ニラ
オイガキルシカユルギナクカキノハナ,カキノハナ
ウマノメガヌレテエキデルヒナマツリ,ヒナマツリ
ジガゾウガイショイッポンノタンゴ,タンゴ
ハザクラガチミツシニユクタイノイロ,ハザクラ
フユノハチコロビムキズノソラノコス,フユノハチ
キチミエテカキメシヒルノシタコガス,カキ
ホネオレノカサカタクマキボタンエン,ボタン
タキギツンデタキグチウルムフユノカマ,フユ
ヨンゴニンガスギテナリダスカレバショウ,枯バショウ
シロネギノシロイセイキガミエテイル,ネギ
ショウブサクミズニジョウヨクキザストキ,ハナアヤメ
ニクヨクノヒカリヲデテユクカタツムリ,カギュウ
ゲッカトハリンドウガノムミズノオト,リンドウ
ハツチョウノシタノフルエヲヌスムミズ,ハツチョウ
ヒョウガキノキオクヘタラスチョウノカミ,チョウ
アノソラヘオボレニユコウカミフウセン,フウセン
センソウヲシヨウヨイチゴツブソウヨ,イチゴ
ミズノホノオトナルハクチョウノハッカテン,シラトリ
シカイマデソノオヲタラスヤマザクラ,ヤマザクラ
シュンスイニカオヌスマレテシッソウス,シュンスイ
エイゴウノホウタイデマクシンキロウ,シンキロウ
ミズノユメカエルトミレバスイチュウカ,スイチュウカ
テンセイノハテニキテイルモミジガリ,モミジガリ
ツギノヨハキキョウノアオイチヲツガム,キキョウ
カンインハゲッコウニシタイレテヨリ,ツキ
チョウノウカイミガコトバヲヌグヨウナ,チョウ
カゲロウトイウカンジョウノマチヘユク,カゲロウ
ハルホロブグラスニウミヲスコシイレ,ハル
シシャノタメノイスヒトツオクゴガツノノ,ゴガツ
ソラセミニノガアツマッテキテヌレル,ソラセミ
アメガフルカギュウノフザイヌラスタメ,カギュウ
ソラセミノセニカイコウヲナガシコム,ソラセミ
アイコイノダチュラノドクノシロイコト,ダチュラ
アオヘビナゲタカイノソラヲフカクスル,ヘビ
コッキョウヲユクツユクサヲメニサシテ,ツユクサ
ゼンテンガキテカミシメルアキノヘビ,アキノヘビ
トウボウノキノカズシレズフユコダチ,フユコダチ
ミギテオクイチマンネンゴノハルノアタリニ,ハル
ミズトリハミズウチツクシミズヲデル,ミズトリ
サイテユクコトヘノゾウオアザミニモ,アザミ
アオリンゴムキカイコウヲムイテイル,アオリンゴ
ハナヒラクヨウニフレユクヒトトイテ,ハナ
イワキキョウソラノシタタルバショニコシ,キキョウ
ナガレトウノヒトツトカゾエヘビイチゴ,ヘビイチゴ
ミノオクノタキケブラセテキミガクル,タキ
コノチコソナラクナラムトオチクルタカ,タカ
ヘイテンノハリガミサンコウハシリツユ,ツユ
アキノカノホネアルゴトキチカラカナ,アキノカ
ホンヤニハホンヤノニオイキンモクセイ,モクセイ
フユバラキヒントイウツカレデス,フユバラ
ハツチョウヤマダツケテイルチノニオイ,ハツチョウ
ジュウヤクノシロヲフミエトフトオモウ,ジュウヤク
モクセイヤカゼノタヨリトイウフアン,モクセイ
ジュウダイナミスヲツルントナメコジル,ナメコ
イシニカゲカゲニイシアリゲンバクキ,ゲンバクキ
ヒョウハクノヒョウメンチョウリョクススキハラ,ススキ
イマオチルアキカラフユヘノユウヒカナ,フユ
カゲノナイヒトトヨリソウヒナタボコ,ヒナタボコ
ヤマアリノハコブユウヒノカケラカナ,アリ
ムコキュウノコドウコロコロイモノロ,ロ
オトナシイヒトニナナクセナツミョウガ,ミョウガノコ
イチニギノミズノオモサヤゲンバクキ,ゲンバクキ
フリンノヨウニクズレヨウハナアシビ,アシビノハナ
ツユクサヤイロナキミズノイロモラウ,ツユクサ
ラクヨウフムマンナカトイウフアン,ラクヨウ
コウヨウチルネコノナマエハソクラテス,コウヨウ
ニコゴヤヨセイノカタチサダマラズ,ニコゴ
ヒトリヨリヒャクニンガスキカスミクサ,カスミクサ
ゲンバクキボウフノルデンシャトスレチガウ,ゲンバクキ
アジサイヤチキュウヤッパリミズノタマ,アジサイ
シンジツハイツモクウハクシクラメン,シクラメン
ツチフルヤインシュウハタカンユメマクラ,コウサ
シタミセテアヤメムラサキショウニカイ,アヤメ
ヒグラシヤゼンヤマメグルイタミトメ,ヒグラシ
ショウネンガアラホシトナリガイニフル,フユノホシ
ゾウノイタアタリヲアルクシグレカサ,シグレ
マセトイフヤサシキコトバアキヨウサス,アキノヒ
アオウメヲカメバヒトリノアキツシマ,オウメ
アイタクテナキタクテナノハナニナル,ナノハナ
オキノナミヒトリノタメノジツチョウキ,ジツチョウキ
フミキリヲコエテワスレテイルハチガツ,ハチガツ
エガオトハシンケイシツノフユノニジ,フユノニジ
ナカヌコトウミヲミテイルマンジュシャゲ,マンジュシャゲ
ヨルススギノチチニフタツノアマノガワ,アマノガワ
カラクリノホネヲミテイルツワブキノハナ,ツワブキノハナ
ハチガツハヤカレルシンタイヤクシンタイ,ハチガツ
エスガタノキミガユラリトアブラデリ,アブラアキラ
コノユビニフレテヨナツノソラニナッテヨ,ナツノソラ
バンリョクトイッテカナシイオクバカナ,バンリョク
フユノセナカガアンタノイイタイコト,フユ
ショウネンニデンパモドラヌムギバタケ,ムギ
ナニモナイカゾクトナッテヤケテイル,ヤク
タキジキノワタシヒトリガウミノマエ,タキジキ
オクビョウナデンシャヲサガスオボロカナ,オボロ
ニッポンノヨギリニソットサヨウナラ,ヨギリ
ナノハナニカエリタクナイエドキシツ,ナノハナ
ナツツバメナナメヨンゴドノソラ,ナツツバメ
キノサジニコモレビスクウカユマツリ,カユマツリ
ハツユシテショウガイマドノナイユドノ,ハツユ
フユサクラコノハナノシタデハシネマセン,フユサクラ
ハルノヒノカゼニメヲモツキハンセン,ハルノヒ
ヒツツジニウカラヤカラノニゲマドウ,ツツジ
ジュウオウニキンギョノイクサキンギョチ,キンギョ
センジョウヲハナレミトナルマムシクサ,マムシクサ
ナナカマドヤヒサハハゲシクメブキオリ,キノメ
コウソウニドカイスナカイナスビサカス,ナスビノハナ
オダマキノハナニワジンヲアソバセル,オダマキノハナ
ワレトコヨハナノアルミチゴゼトコヨ,ハナ
カギロイノフジカノサクラミツナラズ,カゲロウ
アラキヒカリショウヒコナヲネムラシム,アラキ
ジハンキニミシラヌナツヲアガナイヌ,ナツ
タイリンノダリアノマチヲウミガイク,ダリア
ハナゴウカンヤミズノエサルノランフウインス,ゴウカンノハナ
ミツバチノサンヤニキエテクニホロブ,ハチ
ヤマアリノワゴムヲメグリヨヲメグリ,アリ
タナダナリダマシエトナルナツノツキ,ナツノツキ
アルプスノライメイイスノホネトナル,カミナリ
カワタレノタニマノヒャクゴウニキヨシアメクル,ヒャクゴウ
ハイビスカスウミノマツリヲリクニテンベ,ハイビスカス
サンモウネコノタイレツトオルケイトウジン,ケイトウ
セミノウミヘミヲナゲイレテカルクナル,セミ
キョクヤノヌスットトナルキョマチツキ,イマチノツキ
ダイアマハヌカタヲオイテマンジュシャゲ,マンジュシャゲ
ムシシグレカギノイラナイムラニスム,ムシ
ブタシナヌヒノアカアカトウラボンエ,ウラボンエ
ハイテイノカクレザトナルカラスウリ,カラスウリ
ハッコツジュネムレルヤマノモクシロク,ヤマネムル
ヒトノヨカラショトリノヨヘコウヨウスル,コウヨウ
コウヨウシテソラハシンヨリイタミダス,コウヨウ
カレエダニミノムシクルリクルリマチ,カレエダ
ソウシンノヨウガンハラユラリユキホタル,メンチュウ
ニワトリコヤハソラカナアミフユヒヲカコウ,フユノヒ
サカラワズシタガワズイクカモノジン,カモ
シンブンノコヌアサトオミノウキネトリ,ウキネトリ
カザバナヤヒトリニドネノアサノゼイ,カザバナ
カレエダノムコウニソラノソダチオリ,カレエダ
サザンカノアカトモシイルセッピ,サザンカ
セキフアリイクユウショウノエノホソリ,ユウショウ
キノマタニショウネンヲオクトオハナビ,ハナビ
ガラスノユミヲヒクラクヨウガフサグシンコウシン,ラクヨウ
ミキノイミチカシクウキヲヌクマクラ,ミキキ
アナタガシンデヤドリギニユキワガニユキ,ユキ
オレタチハミンナミノムシソラヲミル,ミノムシ
ジャグチカラミズモレテヰルハナヅカレ,ハナヅカレ
サンシャサイデンキブランニカンデンス,サンシャサイ
スイチュウカジンハガラスノイエニスム,スイチュウカ
オオニシニチエキガトホウニクレテヰル,オオニシビ
イナビカリニクヤガニクヲツリアゲル,カミナリ
センキャクハチチカモシレズナツザシキ,ナツザシキ
ハカアライヒマッショウメンカラオイテユク,ボサン
ハクトウハウロノカタマリトシテナレル,モモ
シンソバヤムジルシリョウヒンナルツマト,シンソバ
ゴムマリニムカシヘソアリブンカノヒ,ブンカノヒ
ユキマジリウハクビカラホネニハイル,霙
デンキケイトウニミスアリクマガデル,クマ
フユクサヤカカトヲフンデクツヲハク,フユクサ
リッシュンダイキチウシノセナカニコトリキテ,リッシュン
ユクハルヤガレキノギョセンニカゲガナイ,イクハル
ハルタケテツクヅクノウノスキマカナ,ハルフカシ
ミチノクヤヨビアツテヰルホトトギス,ホトトギス
ハツチョウライアヤツリシシノオトニアワセ,チョウ
フクシマヤハクウニクロイシンガアル,ユウダチ
センリョクガイノツウチウケタルカブトムシ,カブトチュウ
シキイシハアサカラネッシヒロシマキ,ゲンバクキ
ミズウチテオノレノカゲヲケシテユク,ウチミズ
チノメグリワルクナリユクワレモコウ,ワレモコウ
タウガラシソクセンリョクトイフチカラ,トウガラシ
エンテンニキエタママナリタケトンボ,エンテン
アセノウマナホアセヲカクシヅカナリ,アセ
アセノウマススキノナカニカガミナス,アセ
イエジユウノハシラノウラノイネヒカリ,イナヅマ
ガイトウノママノカリネニチチノレイ,ガイトウ
アライヒカミミニオボエナキヒカリバカリ,カミアラウ
ウロタヘテハハノカゲフムショウショナリ,ショウショ
ハハトワレイタミワケシテカズラサキヌ,カズラノハナ
マタトナキハルノユフベノハネツルベ,ハルノユウ
シンエンハソラニアリケリトクサカル,トクサカル
ヲソハリシカズニカギリノテマリウタ,テマリ
トビカケタヌツルヲイヂメテオリニケリ,ツル
テカガミガオボエテヲリシテマリウタ,テマリ
ネコロベバチモマタヨコニチョウノソラ,チョウ
クサモチヤヒトサシユビハソビエケリ,クサモチ
キリクチヲミセテミズユクナツユフベ,ナツノユウ
チノナカニアオキチモアリユウクニキ,ユウコクキ
ユフグレハカミノオトスルサクラマジ,サクラ
シキノバイイキテキジツヲミコトトベル,シキキ
オニボウヲクテキニニシテキクヲショクブ,キク
カゼツルキフトコロシュヨクニアイフヒト,ハキョウキ
サンツパケレミツハシトシオナツダン,ナツ
テンブクロヨリオボロヨルヲトリダシヌ,オボロ
ハコニハイルクグツノカミハアフレケリ,カイライシ
トリカエルナミノウシロモヌレテヰテ,トリカエル
ハルノクレワガモキンジョノヒトナラム,ハルノクレ
イドノゾクトキニカオアリクレノハル,ハルノクレ
ショウタイノナクナルマデニモモヒエシ,モモ
フタリシテワラウテヲリヌボサンジン,ボサン
イキテヰルウチハロウジンカリワタシ,カリワタシ
タイヨウハフルクアタラシトシオノヒ,ミツハシトシオキ
カンアイヤロウハオヨイデヰルゴトシ,フユノ靄
カミソリニフレシアゲハハネツカラム,ナツノチョウ
ゲンバクキオリヅルニアシナカリケリ,ゲンバクキ
キンギョシニイクニチカスギサラニスギ,キンギョ
ヨクスメルミズノオモテハイタカラム,ミズスム
ヒナタボコモマレテモウジャハミデシヌ,ヒナタボコ
ガンチョウノヒノサスショカニシノクシュウ,ガンチョウ
ゾウニゼンダンシチョッケイソロイタリ,ゾウニ
ミチノクノウミノアカリヲオモウヒキガエル,ヒキガエル
ガレキカラタンポポガサクタクボクキ,ホコウエイ
マムカイニメブクシラカンバアサノタク,キノメ
ミズウミノセイハソプラノキギメブク,キノメ
ハルノユキセイショウナゴンノコエガスル,ハルノユキ
マンボウトチュウヲオヨグヤダイアサネ,アサネ
ジョウゼツナカキノメガアリメガカユイ,キノメ
コヲヨベバイヌガコタエルゲンゲカナ,レンゲソウ
イッポンヲミツケテヨリノツクシンボ,ツクシ
アラニアラズキョウノヤサイニマメノメシ,マメメシ
ワカバヒエサイフォンノミズノボリユク,ワカバ
ワカバフウゲンブノクビガノビアガル,ワカバ
コツバメノスデニコトナルココロザシ,ツバメノコ
アオバウシオベンチノカゲヲコクシタリ,ワカバ
ハザクラノミキガヌレイルトオキテキ,ハザクラ
タルヲシルソウイワレテモアオガエル,アマガエル
アオシオヘジャズノリズムノアメガイク,ナツノシオ
ワリキレヌグウスウオモウネッタイヤ,アツシ
サカナツカモホウチョウツカモハチスノカゼ,ハチスノハナ
アサカユヲペキンノヒトトハナエンジュ,エンジュノハナ
ホタルノヨルヒトニアダムトイブガアリ,ホタル
アオススキフルイキオクニサトクナル,アオススキ
ヌカゴメシイマイウコトヲワスレタリ,ヌカゴメシ
ハナフヨウユビヲカクシテケイサンス,フヨウ
タワワナルカキノジツニアルケンタイキ,カキ
アキクサハイチリンガヨシジャズヲキク,アキクサ
ユックリトヒイテヌカゴヲコボシタリ,ヌカゴ
タイヘイヨウヨセイトイウハイワシグモ,イワシグモ
ゴクラクハタイラトオモウススキハラ,ススキ
ショウトウガオオキクユレルイワシグモ,イワシグモ
シラカンバノシゴキキニイクキリノオク,キリ
グンコウノネムリタリナイツキミソウ,ツキミソウ
クモリナキソラヲアオグヤレノンノイミ,レノンキ
ヒヲノンダアトノイッコクフユノウミ,フユノウミ
ホウジョウキトウジカボチャニヒガトドク,トウジ
ホウノキニイチマイノイジヨクハレル,ボクラクヨウ
オチムシャノイシモチカマキリカレテイク,枯カマキリ
キカザッテマズシサヲイウイチヨウキ,イチヨウキ
バッカスモアポロンモアルキヒョウゲン,ジュヒョウ
ヨルノヒエイコウノモジガコエトナル,ヨサム
キリノハジマリハダンガイヨジノボル,キリ
コウヨウノガワタシラヒバチアツテモナクテモ,コウヨウ
オノレエンエテコオリノナカノサクランボ,サクランボ
ダイフンカヒメハツフジノカゲリナシ,ハツフジ
ハシノナキハシノチメイヤハツゴソラ,ハツゾラ
ユキツリヲトカレシマツノシンコキュウ,ユキツ
ユキオンナタメライガチニクヲナオス,ユキジョロウ
ハルヲマツユウブクロルイトナッテイル,ハルマツ
シモオリテアノヒトガコワレハジメル,シモ
カンカラスサビシイトキハワライダス,カンカラス
ヒナタボコツカワヌホネガアタタマル,ヒナタボコ
オボロニテマルシカジンノコトバジリ,オボロ
テイネイニツツムシュンシュウショウフロシキ,シュンシュウ
シュンプウニワキノアマサヲツカレケリ,ハル
ヨザクラヤシンデリクグンジョウトウヘイ,ヨザクラ
ニゲミズノサキヲワカレタヒトアルク,ニゲミズ
セイシュンノアヤマチノカサカキゴオリ,コオリミズ
セミノアナタドレバカタクアルゴトシ,セミ
ミズヅカレモウフンスイニモドレナイ,フンスイ
ミズウッテウシナイシヒガニオイダス,ウチミズ
ハチガツハサナギデスゴスコトニスル,ハチガツ
モクトウノチニルイルイトクロヒガサ,ヒガサ
バカナコトシテシマイケリネコジャラシ,エノコログサ
ハギテラノハギヨクミレバナミダグム,ハギ
レイセンノコロスズムシヲカイイタリ,スズムシ
ハツシグレウジジュウジョウニサシカカル,シグレ
リットウトコクバンニオトタテテカク,リットウ
スウマンノラクヨウガイキヲシテイナイ,ラクヨウ
フクシマヤバンカノウミノクロヨリクロ,バンカ
ヒグラシハボクラヲキザムヨウニナキ,ヒグラシ
ショウネンノゴトシネムリニヒャクジュウニチ,ニヒャクジュウニチ
ハルタマネギノヒトツタエガタイコドク,ハル
サクラチルヨハクヲスベテテハナシテ,ラッカ
キミヒトリサクラハイツモカゼノソウ,サクラ
シャレコウベカラツユザッキョビルノオク,カラツユ
ホントウハオヨゲナイノデスカタツムリ,カギュウ
カゲロウヤセンソウシラズエイレイトヨベズ,カゲロウ
アケヤサシショウジョニシンピンノテアシ,タンヤ
イガンタイショクミミガキシンデサネカズラハラ,カズラ
ソノキョクノナモシラナイノデスツキミソウ,ツキミソウ
ジュウゴヤノミンナフツウニイキルウタ,メイゲツ
イツマデモサイレンフリヤマヌヨアメツキ,アメツキ
カニノハライツカカナシクナルイノチ,カニ
ヨクボウノツイデニユキヲスクッテミル,ユキ
クジャクナクニジヲハゲシクソシャクシテ,ニジ
ハイマデユキシミテポケットニコブシアル,ユキ
センロトイウニワカニヒエタオヤコカナ,ヒヤヤカ
メフタツフユノブランコユレハジメ,フユ
フユノカミナリガシャントチッタアシノユビ,フユノカミナリ
ヨコガオヲスリムイテイルフユノカゼ,キタカゼ
トリクモニカイホウオリテキタリケリ,トリクモニ
ハルノユキジョウモンジンノハナシカナ,ハルノユキ
テノヒラノヤハラカハルノホシホドニ,ハルノホシ
サクラガイジツフカラダノメロディニ,サクラガイ
ノアソビノオナジナマエニフリムカレ,ノアソビ
シヤボンダマヘイキンリツノシンヘカナ,セッケンダマ
ハツテフノタテゴトノオトヲコボシヲリ,チョウ
イチホンハテンコウセイノサクラカナ,サクラ
カミサマノカンタンナカオアラキフウ,アラキ
ミドリサススイメンノクレテユキニケリ,シンリョク
セミノコエモウノゴトクニヒロゴレリ,セミ
ミョウガホルヨミノイリグチチカクニテ,ミョウガノハナ
ギンガケイピアノノペダルフムスアシ,ハダシアシ
シンリョウヤジブンノカゲノウエアルク,シンリョウ
ミズウミノチイサクミユルボサンカナ,ボサン
カラスウリパチントシンリョウナイカカナ,カラスウリ
スズノオトノキコエテキタリアキヒトニチ,アキノヒ
ユアガリノゴトクモマノフユマンゲツ,フユノツキ
ネコロベバキンカンガッキトナルサムヨル,フユノヨル
クツサメヤシャソウノワレトメノゴウヒヌ,クサメ
チョウツルノヤウニフリダシジュウニガツ,ジュウニガツ
カンノウメコウチャノホソクソソガレヌ,フユノウメ
トンネルノボウエンキョウニクリスマス,クリスマス
ダイカンヤウチカエスオトノハヤクナリ,ダイカン
バニクヨリタケシハルヨルガテンジョウニ,ハルノヨル
アサトデノスネヲキリタルショウブカナ,シロ菖
サンニチミズテホオジロノシヌタタミ,ホオジロ
